Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,Brothers and sisters -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,"Great Britain -- History -- George VI, 1936-1952"
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,"Great Britain -- History -- George VI, 1936-1952 -- Fiction."
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,People with disabilities
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,People with disabilities -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,"World War, 1939-1945 -- Evacuation of civilians -- Fiction."
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,"World War, 1939-1945 -- Evacuation of civilians -- Great Britain"
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Alcatraz Island (Calif.) -- History -- 20th century
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Alcatraz Island (Calif.) -- History -- 20th century -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Autism
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Autism -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Brothers and sisters
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Brothers and sisters -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Fires
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Fires -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Swindlers and swindling
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,Swindlers and swindling -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,"United States Penitentiary, Alcatraz Island, California"
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my homework : a tale from Alcatraz,T 90326,MS/US Circulating,,,,978-0-8037-3472-2,"United States Penitentiary, Alcatraz Island, California -- Fiction."
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Alcatraz Island (Calif.) -- History
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Alcatraz Island (Calif.) -- History -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Autism
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Autism -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Brothers and sisters
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Brothers and sisters -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Families
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Family problems -- Fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,Historical fiction.
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,"United States Penitentiary, Alcatraz Island, California"
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone does my shirts,T 90327,MS/US Circulating,,,,978-0-399-23861-1,"United States Penitentiary, Alcatraz Island, California -- Fiction."
Historical Fiction,"Choldenko, Gennifer, 1957-",Al Capone shines my shoes,T 48448,MS/US Circulating,,,,978-0-8037-3460-9,"United States Penitentiary, Alcatraz Island, California."
Historical Fiction,"Cooper, Michelle, 1969-",A brief history of Montmaray,T 23489,MS/US Circulating,,,,978-0-375-85864-2,
Historical Fiction,"Curtis, Christopher Paul.","Bud, not Buddy",T 165,MS/US Circulating,,,,0-385-32306-9,Afro-Americans -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.","Bud, not Buddy",T 165,MS/US Circulating,,,,0-385-32306-9,Depressions -- 1929 -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.","Bud, not Buddy",T 165,MS/US Circulating,,,,0-385-32306-9,Runaways -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,978-0-439-02344-3 (trade bdg.),Blacks -- Canada -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,978-0-439-02344-3 (trade bdg.),Canada -- History -- 1763-1867 -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,978-0-439-02344-3 (trade bdg.),Freedom -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,978-0-439-02344-3 (trade bdg.),North Buxton (Ont.) -- History -- 19th century -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,978-0-439-02344-3 (trade bdg.),Slavery -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,0-439-02345-9 (alk. paper),Blacks -- Canada -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,0-439-02345-9 (alk. paper),Canada -- History -- 1763-1867 -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,0-439-02345-9 (alk. paper),Freedom -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,0-439-02345-9 (alk. paper),North Buxton (Ont.) -- History -- 19th century -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",Elijah of Buxton,T 35024,MS/US Circulating,,,,0-439-02345-9 (alk. paper),Slavery -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,African Americans -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,African Americans -- South Carolina
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Children of sharecroppers -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Children of sharecroppers -- South Carolina
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Fugitive slaves -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Fugitive slaves -- South Carolina
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Historical fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Plantation owners -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Plantation owners -- South Carolina
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Race relations
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Race relations -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Sharecroppers
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Sharecroppers -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Slavery
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,Slavery -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,South Carolina -- History -- 1775-1865
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,South Carolina -- History -- 1775-1865 -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,United States -- History -- 19th century
Historical Fiction,"Curtis, Christopher Paul.",The journey of little Charlie,T 91870,MS/US Circulating,,,,978-0-545-15666-0,United States -- History -- 19th century -- Fiction.
Historical Fiction,"Curtis, Christopher Paul.",The Watsons go to Birmingham--1963 : a novel,T 35232,MS/US Circulating,,,,0-606-10993-5,
Historical Fiction,"Cushman, Karen.","Catherine, called Birdy",T 35043,MS/US Circulating,,,,0-06-440584-2,Diaries -- Fiction.
Historical Fiction,"Cushman, Karen.","Catherine, called Birdy",T 35043,MS/US Circulating,,,,0-06-440584-2,England -- Fiction.
Historical Fiction,"Cushman, Karen.","Catherine, called Birdy",T 35043,MS/US Circulating,,,,0-06-440584-2,Middle Ages -- Fiction.
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,Blind -- Fiction.
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,"France -- History -- German occupation, 1940-1945 -- Fiction."
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,Historical fiction.
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,Saint-Malo (France) -- Fiction.
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,"World War, 1939-1945 -- Youth -- France -- Fiction."
Historical Fiction,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 90842,MS/US Circulating,,,,978-1-47674658-6,"World War, 1939-1945 -- Youth -- Germany -- Fiction."
Historical Fiction,"Dogar, Sharon.",Annexed,T 23287,MS/US Circulating,,,,978-0-547-50195-6 (lib. bdg.),
Historical Fiction,"Donnelly, Jennifer.",Revolution,T 48642,MS/US Circulating,,,,978-0-385-73763-0,
Historical Fiction,"Donnelly, Jennifer.",These shallow graves,T 24158,MS/US Circulating,,,,978-0-385-73765-4,
Historical Fiction,"Draper, Sharon M. (Sharon Mills)",Copper sun,T 48866,MS/US Circulating,,,,978-1-41695348-7 (pbk.),
Historical Fiction,"Fleischman, Paul.",Bull Run,T 20554,MS/US Circulating,,,,0-06-021447-3 (lib. bdg.),"Bull Run, 1st Battle of, Va., 1861"
Historical Fiction,"Fleischman, Paul.",Bull Run,T 20554,MS/US Circulating,,,,0-06-021447-3 (lib. bdg.),"Bull Run, 1st Battle of, Va., 1861 -- Fiction."
Historical Fiction,"Fleischman, Paul.",Bull Run,T 20554,MS/US Circulating,,,,0-06-021447-3 (lib. bdg.),Civil War
Historical Fiction,"Fleischman, Paul.",Bull Run,T 20554,MS/US Circulating,,,,0-06-021447-3 (lib. bdg.),"United States -- History -- Civil War, 1861-1865 -- Campaigns -- Fiction."
Historical Fiction,"Grant, Michael, 1954-",Front Lines,T 90374,MS/US Circulating,,,,978-0-06-234215-7,Alternative histories (Fiction)
Historical Fiction,"Grant, Michael, 1954-",Front Lines,T 90374,MS/US Circulating,,,,978-0-06-234215-7,Women soldiers
Historical Fiction,"Grant, Michael, 1954-",Front Lines,T 90374,MS/US Circulating,,,,978-0-06-234215-7,Women soldiers -- Fiction.
Historical Fiction,"Grant, Michael, 1954-",Front Lines,T 90374,MS/US Circulating,,,,978-0-06-234215-7,"World War, 1939-1945"
Historical Fiction,"Grant, Michael, 1954-",Front Lines,T 90374,MS/US Circulating,,,,978-0-06-234215-7,"World War, 1939-1945 -- Fiction."
Historical Fiction,"Gratz, Alan, 1972-",Samurai shortstop,T 22740,MS/US Circulating,,,,978-0-14-241099-8 (pbk.),"Japan -- History -- Meiji period, 1868-1912."
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Chinese -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Chinese -- Malaysia
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Ethnic relations
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Ethnic relations -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Kuala Lumpur (Malaysia) -- History -- 20th century
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Kuala Lumpur (Malaysia) -- History -- 20th century -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Malays (Asian people)
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Malays (Asian people) -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Malaysia -- History -- 20th century
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Malaysia -- History -- 20th century -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Mental illness
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Mental illness -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Obsessive-compulsive disorder
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Obsessive-compulsive disorder -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Race relations
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Race relations -- Fiction.
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Riots
Historical Fiction,Hanna Alkaf.,The weight of our sky,T 95098,MS/US Circulating,,,,978-1-53442608-5,Riots -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Culion Island (Philippines) -- History -- 20th century
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Culion Island (Philippines) -- History -- 20th century -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Friendship
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Friendship -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,JUVENILE FICTION / Action & Adventure / General.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Leprosy
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Leprosy -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Mothers and daughters
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Mothers and daughters -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Orphanages
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Orphanages -- Fiction.
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Philippines -- History -- 20th century
Historical Fiction,"Hargrave, Kiran Millwood, 1990-",The island at the end of everything,T 92016,MS/US Circulating,,,,978-0-553-53532-7,Philippines -- History -- 20th century -- Fiction.
Historical Fiction,"Hesse, Karen",Out of the Dust,T 3233,MS/US Circulating,,,,0-590-36080-9,Depression - 1929 - Fiction
Historical Fiction,"Hesse, Karen",Out of the Dust,T 3233,MS/US Circulating,,,,0-590-36080-9,Dust storms - Fiction
